Team,Player Name,Full Name,Born,Current Age,Batting Style,Bowling Style,Batting_Test_matches,Batting_Test_Innings,Batting_Test_Runs,Batting_Test_Avg,Batting_ODI_Matches,Batting_ODI_Innings,Batting_ODI_Runs,Batting_ODI_Highest,Batting_ODI_Avg,Batting_TESTs_Highest,Batting_T20I_Matches,Batting_T20I_Innings,Batting_T20I_runs,Batting_T20I_Highest,Batting_T20I_Avg,Batting_T20_Matches,Batting_T20_Innings,Batting_T20_Runs,Batting_T20_Highest,Batting_T20_average,Test_Debut,ODI_Debut,T20 Debut,Image URL-src,T20I_Debut
Zimbabwe,RW Chakabva,Regis Wiriranai Chakabva,"September 20, 1987, Harare",27 years 70 days,Wicketkeeper batsman,Right-hand bat,8,16,495,33,24,22,340,45,16.19,101,2,2,1,1,0.5,40,32,409,NA,14.6,"Zimbabwe v New Zealand at Bulawayo, Nov 1-5, 2011 scorecard","Kenya v Zimbabwe at Nairobi (Gym), Oct 19, 2008 scorecard","Northerns (Zimbabwe) v Southerns at Harare, Mar 19, 2008 scorecard",http://www.espncricinfo.com/inline/content/image/501714.html?alt=1,"Pakistan v Zimbabwe at King City (NW), Oct 12, 2008 scorecard"
Zimbabwe,E Chigumbura,Elton Chigumbura,"March 14, 1986, Kwekwe, Midlands",28 years 260 days,Allrounder,Right-hand bat,14,27,569,21.07,168,155,3387,90,24.9,88,27,26,464,NA,22.09,104,101,1881,NA,25.76,"Zimbabwe v Sri Lanka at Harare, May 6-8, 2004 scorecard","Zimbabwe v Sri Lanka at Bulawayo, Apr 20, 2004 scorecard","Eagles v Zimbabweans at Kimberley, Sep 13, 2006 scorecard",http://www.espncricinfo.com/inline/content/image/800537.html?alt=3,"Bangladesh v Zimbabwe at Khulna, Nov 28, 2006 scorecard"
Zimbabwe,V Sibanda,Vusimuzi Sibanda,"October 10, 1983, Highfields, Harare",31 years 50 days,Right-hand bat,Right-arm medium,14,28,591,21.1,118,117,2775,116,24.34,93,16,16,230,32,15.33,42,42,805,NA,20.64,"Zimbabwe v West Indies at Harare, Nov 4-8, 2003 scorecard","Zimbabwe v West Indies at Bulawayo, Nov 22, 2003 scorecard","Eagles v Zimbabweans at Kimberley, Sep 13, 2006 scorecard",http://www.espncricinfo.com/inline/content/image/800535.html?alt=3,"Australia v Zimbabwe at Cape Town, Sep 12, 2007 scorecard"
Zimbabwe,H Masakadza,Hamilton Masakadza,"August 9, 1983, Harare",31 years 112 days,Right-hand bat,Right-arm medium,29,58,1712,30.57,143,143,3909,178*,28.12,158,31,31,833,79,27.76,86,85,2633,103,35.58,"Zimbabwe v West Indies at Harare, Jul 27-31, 2001 scorecard","Zimbabwe v South Africa at Bulawayo, Sep 23, 2001 scorecard","Eagles v Zimbabweans at Kimberley, Sep 13, 2006 scorecard",http://www.espncricinfo.com/inline/content/image/800519.html?alt=3,"Bangladesh v Zimbabwe at Khulna, Nov 28, 2006 scorecard"
Zimbabwe,DT Tiripano,Donald Tatenda Tiripano,"March 17, 1988, Mutare",26 years 257 days,Right-hand bat,Right-arm fast-medium,1,2,20,20,4,2,4,3,2,NA,41,56,709,NA,16.11,NA,NA,NA,NA,NA,NA,"Zimbabwe v Afghanistan at Bulawayo, Jul 18, 2014 scorecard","Easterns (Zimbabwe) v Westerns at Bulawayo, May 13, 2009 scorecard",http://www.espncricinfo.com/inline/content/image/445345.html?alt=1,NA
Zimbabwe,R Mutumbami,Richmond Mutumbami,"June 11, 1989, Masvingo",25 years 171 days,Right-hand bat,Right-arm offbreak,6,12,217,19.72,5,5,100,64,20,43,56,98,2734,150,29.39,NA,NA,NA,NA,NA,"Zimbabwe v Bangladesh at Harare, Apr 17-20, 2013 scorecard","Zimbabwe v Afghanistan at Bulawayo, Jul 24, 2014 scorecard","Northerns (Zimbabwe) v Southerns at Harare, Mar 19, 2008 scorecard",http://www.espncricinfo.com/inline/content/image/632837.html?alt=1,NA
Zimbabwe,BB Chari,Brian Bara Chari,14-Feb-92,22 years 288 days,Right-hand bat,Right-arm offbreak,2,4,29,7.25,26,49,1015,116,21.14,25,26,26,617,NA,26.82,NA,NA,NA,NA,NA,"Bangladesh v Zimbabwe at Khulna, Nov 3-7, 2014 scorecard",NA,"Matabeleland Tuskers v Mountaineers at Bulawayo, Oct 7, 2012 scorecard",http://www.espncricinfo.com/inline/content/image/495170.html?alt=1,NA
Zimbabwe,MT Chinouya,Michael Tawanda Chinouya,"June 9, 1986, Kwekwe",28 years 173 days,Right-hand bat,Right-arm fast-medium,2,2,6,6,55,74,193,23,4.48,NA,55,28,68,13,4.53,NA,NA,NA,NA,NA,NA,"Zimbabwe v India at Harare, Jul 28, 2013 scorecard","Centrals v Easterns (Zimbabwe) at Harare, Mar 19, 2008 scorecard",http://www.espncricinfo.com/inline/content/image/550850.html?alt=1,NA
Zimbabwe,T Panyangara,Tinashe Panyangara,"October 21, 1985, Marondera",29 years 39 days,Allrounder,Right-hand bat,9,18,201,16.75,37,30,129,16*,5.86,NA,6,1,1,NA,-,15,5,15,10,7.5,"Zimbabwe v Sri Lanka at Harare, May 6-8, 2004 scorecard","Zimbabwe v Sri Lanka at Bulawayo, Apr 20, 2004 scorecard","Mid West Rhinos v Mountaineers at Harare, Nov 13, 2010 scorecard",http://www.espncricinfo.com/inline/content/image/800713.html?alt=3,"Zimbabwe v Bangladesh at Bulawayo, May 11, 2013 scorecard"
Zimbabwe,N Madziva,Neville Madziva,"August 2, 1991, Kadoma",23 years 119 days,Right-hand bat,Right-arm medium,5,5,44,11,24,35,743,70*,30.95,25,22,14,146,NA,14.6,NA,NA,NA,NA,NA,NA,"Zimbabwe v South Africa at Bulawayo, Aug 17, 2014 scorecard","Mid West Rhinos v Kenya at Kwekwe, Nov 21, 2011 scorecard",http://www.espncricinfo.com/inline/content/image/603475.html?alt=1,NA
Zimbabwe,SW Masakadza,Shingirai Winston Masakadza,"September 4, 1986, Harare",28 years 86 days,Bowler,Right-hand bat,5,9,88,11,16,11,170,45*,21.25,24,7,5,18,9,4.5,41,29,224,NA,9.73,"New Zealand v Zimbabwe at Napier, Jan 26-28, 2012 scorecard","West Indies v Zimbabwe at Providence, Mar 4, 2010 scorecard","Northerns (Zimbabwe) v Easterns (Zimbabwe) at Harare, Mar 20, 2008 scorecard",http://www.espncricinfo.com/inline/content/image/501696.html?alt=1,"West Indies v Zimbabwe at Port of Spain, Feb 28, 2010 scorecard"
Zimbabwe,PJ Moor,Peter Joseph Moor,"February 2, 1991, Harare",23 years 300 days,Right-hand bat,Right-arm offbreak,2,2,15,7.5,22,39,991,85*,26.07,13,19,14,243,NA,20.25,NA,NA,NA,NA,NA,NA,"Bangladesh v Zimbabwe at Dhaka, Nov 26, 2014 scorecard","Mashonaland Eagles v Kenya at Harare, Nov 18, 2011 scorecard",http://www.espncricinfo.com/inline/content/image/443849.html?alt=1,NA
Zimbabwe,T Maruma,Timycen Maruma,"April 19, 1988, Harare",26 years 224 days,Right-hand bat,Legbreak googly,1,2,20,10,15,14,139,32,9.92,10,9,9,63,NA,10.5,49,40,431,72,11.97,NA,"Zimbabwe v South Africa at Bulawayo, Aug 22, 2007 scorecard","Eagles v Zimbabweans at Kimberley, Sep 13, 2006 scorecard",http://www.espncricinfo.com/inline/content/image/800731.html?alt=3,"Sri Lanka v Zimbabwe at King City (NW), Oct 10, 2008 scorecard"
Zimbabwe,CT Mutombodzi,Confidence Tinotenda Mutombodzi,"December 21, 1990, Harare",23 years 343 days,Right-hand bat,"Legbreak, Legbreak googly",3,3,25,8.33,3,3,15,12*,7.5,13,42,65,1208,100,20.13,NA,NA,NA,NA,NA,NA,"West Indies v Zimbabwe at St George's, Feb 26, 2013 scorecard","Centrals v Northerns (Zimbabwe) at Bulawayo, May 13, 2009 scorecard",http://www.espncricinfo.com/inline/content/image/443843.html?alt=1,"West Indies v Zimbabwe at North Sound, Mar 2, 2013 scorecard"
Zimbabwe,SC Williams,Sean Colin Williams,"September 26, 1986, Bulawayo",28 years 64 days,Top-order batsman,Left-hand bat,2,4,64,16,69,68,1782,78*,31.26,31,8,8,136,38,17,23,23,328,NA,19.29,"West Indies v Zimbabwe at Roseau, Mar 20-22, 2013 scorecard","South Africa v Zimbabwe at Johannesburg, Feb 25, 2005 scorecard","Bangladesh v Zimbabwe at Khulna, Nov 28, 2006 scorecard",http://www.espncricinfo.com/inline/content/image/800631.html?alt=3,"Bangladesh v Zimbabwe at Khulna, Nov 28, 2006 scorecard"
